MS3_id	ipro_id	ipro_descr
MS3_02988	IPR000182	GNAT domain
MS3_02988	IPR007197	Radical SAM
MS3_02988	IPR032432	Radical SAM, C-terminal extension
MS3_02989	IPR005607	BSD domain
MS3_02990	IPR001609	Myosin head, motor domain
MS3_02990	IPR004009	Myosin, N-terminal, SH3-like
MS3_02991	IPR002842	ATPase, V1/A1 complex, subunit E
MS3_02998	IPR000159	Ras-associating (RA) domain
MS3_02998	IPR001478	PDZ domain
MS3_02998	IPR002710	Dilute domain
MS3_02999	IPR001190	SRCR domain
MS3_02999	IPR001507	Zona pellucida domain
MS3_03001	IPR010516	Sin3 associated polypeptide p18
MS3_03003	IPR011016	Zinc finger, RING-CH-type
MS3_03009	IPR003409	MORN motif
MS3_03010	IPR007720	N-acetylglucosaminyl transferase component
MS3_03011	IPR020810	Enolase, C-terminal TIM barrel domain
MS3_03014	IPR005334	Tctex-1
MS3_03015	IPR001494	Importin-beta, N-terminal domain
MS3_03015	IPR005043	CAS/CSE, C-terminal
MS3_03015	IPR013713	Exportin/Importin, Cse1-like
MS3_03018	IPR001275	DM DNA-binding domain
MS3_03022	IPR032630	P-type ATPase, C-terminal
MS3_03027	IPR000323	Copper type II, ascorbate-dependent monooxygenase, N-terminal
MS3_03027	IPR000884	Thrombospondin type-1 (TSP1) repeat
MS3_03027	IPR001881	EGF-like calcium-binding domain
MS3_03027	IPR006605	G2 nidogen/fibulin G2F
MS3_03027	IPR013098	Immunoglobulin I-set
MS3_03027	IPR024548	Copper type II ascorbate-dependent monooxygenase, C-terminal
MS3_03027	IPR026823	Complement Clr-like EGF domain
MS3_03028	IPR000210	BTB/POZ domain
MS3_03028	IPR000421	Coagulation factor 5/8 C-terminal domain
MS3_03028	IPR011705	BTB/Kelch-associated
MS3_03031	IPR007134	Autophagy-related protein 3, N-terminal
MS3_03031	IPR007135	Autophagy-related protein 3
MS3_03031	IPR019461	Autophagy-related protein 3, C-terminal
MS3_03032	IPR002049	Laminin EGF domain
MS3_03032	IPR008211	Laminin, N-terminal
MS3_03033	IPR004095	TGS
MS3_03034	IPR007303	TIP41-like protein
MS3_03036	IPR001650	Helicase, C-terminal
MS3_03036	IPR011545	DEAD/DEAH box helicase domain
MS3_03037	IPR001320	Ionotropic glutamate receptor
MS3_03037	IPR001828	Receptor, ligand binding region
MS3_03037	IPR019594	Ionotropic glutamate receptor, L-glutamate and glycine-binding domain
MS3_03039	IPR001478	PDZ domain
MS3_03039	IPR002110	Ankyrin repeat
MS3_03040	IPR018979	FERM, N-terminal
MS3_03040	IPR018980	FERM, C-terminal PH-like domain
MS3_03040	IPR019748	FERM central domain
MS3_03041	IPR004192	Ubiquinol cytochrome reductase, transmembrane domain
MS3_03041	IPR017941	Rieske [2Fe-2S] iron-sulphur domain
MS3_03044	IPR000859	CUB domain
MS3_03052	IPR014720	Double-stranded RNA-binding domain
MS3_03053	IPR000225	Armadillo
MS3_03054	IPR002423	Chaperonin Cpn60/TCP-1 family
MS3_03055	IPR006073	GTP binding domain
MS3_03056	IPR003439	ABC transporter-like
MS3_03056	IPR011527	ABC transporter type 1, transmembrane domain
MS3_03057	IPR000719	Protein kinase domain
MS3_03059	IPR012173	U3 small nucleolar ribonucleoprotein complex, subunit Mpp10
MS3_03060	IPR006073	GTP binding domain
MS3_03061	IPR001356	Homeobox domain
MS3_03062	IPR015793	Pyruvate kinase, barrel
MS3_03062	IPR015795	Pyruvate kinase, C-terminal
MS3_03064	IPR018979	FERM, N-terminal
MS3_03064	IPR018980	FERM, C-terminal PH-like domain
MS3_03064	IPR019748	FERM central domain
MS3_03065	IPR003439	ABC transporter-like
MS3_03067	IPR000719	Protein kinase domain
MS3_03068	IPR015793	Pyruvate kinase, barrel
MS3_03070	IPR001353	Proteasome, subunit alpha/beta
MS3_03073	IPR011615	p53, DNA-binding domain
MS3_03075	IPR028073	PTHB1, N-terminal domain
MS3_03076	IPR001806	Small GTPase superfamily
MS3_03077	IPR001126	UmuC domain
MS3_03077	IPR017961	DNA polymerase, Y-family, little finger domain
MS3_03079	IPR001611	Leucine-rich repeat
MS3_03080	IPR028073	PTHB1, N-terminal domain
MS3_03080	IPR028074	PTHB1, C-terminal domain
MS3_03081	IPR029136	Nuclear protein MDM1
MS3_03082	IPR000195	Rab-GTPase-TBC domain
MS3_03084	IPR001152	Beta-thymosin
MS3_03085	IPR000731	Sterol-sensing domain
MS3_03086	IPR002056	Protein import receptor MAS20
MS3_03087	IPR003193	ADP-ribosyl cyclase (CD38/157)
MS3_03088	IPR003961	Fibronectin type III
MS3_03089	IPR013098	Immunoglobulin I-set
MS3_03090	IPR003961	Fibronectin type III
MS3_03091	IPR001478	PDZ domain
MS3_03091	IPR001781	Zinc finger, LIM-type
MS3_03092	IPR003961	Fibronectin type III
MS3_03092	IPR013098	Immunoglobulin I-set
MS3_03093	IPR011021	Arrestin-like, N-terminal
MS3_03094	IPR001680	WD40 repeat
MS3_03095	IPR000242	PTP type protein phosphatase
MS3_03095	IPR003961	Fibronectin type III
MS3_03096	IPR001672	Phosphoglucose isomerase (PGI)
MS3_03100	IPR019335	Conserved oligomeric Golgi complex subunit 7
MS3_03101	IPR001258	NHL repeat
MS3_03102	IPR001766	Fork head domain
MS3_03105	IPR032354	FOXP, coiled-coil domain
MS3_03110	IPR019716	Ribosomal protein L53, mitochondrial
MS3_03111	IPR004031	PMP-22/EMP/MP20/Claudin superfamily
MS3_03112	IPR011531	Bicarbonate transporter, C-terminal
MS3_03112	IPR013769	Band 3 cytoplasmic domain
MS3_03113	IPR000719	Protein kinase domain
MS3_03115	IPR009580	GPI biosynthesis protein Pig-F
MS3_03115	IPR025714	Methyltransferase domain
MS3_03116	IPR000504	RNA recognition motif domain
MS3_03118	IPR000340	Dual specificity phosphatase, catalytic domain
MS3_03119	IPR003038	DAD/Ost2
MS3_03121	IPR000719	Protein kinase domain
MS3_03123	IPR020683	Ankyrin repeat-containing domain
MS3_03124	IPR000719	Protein kinase domain
MS3_03127	IPR001680	WD40 repeat
MS3_03128	IPR000719	Protein kinase domain
MS3_03128	IPR001849	Pleckstrin homology domain
MS3_03129	IPR019340	Histone acetyltransferases subunit 3
MS3_03130	IPR022065	Uncharacterised protein family, TMEM59
MS3_03130	IPR024956	tRNAHis guanylyltransferase catalytic domain
MS3_03130	IPR025845	Thg1 C-terminal domain
MS3_03133	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
MS3_03136	IPR002528	Multi antimicrobial extrusion protein
MS3_03137	IPR004907	ATPase, V1 complex, subunit C
MS3_03137	IPR006139	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
MS3_03137	IPR006140	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
MS3_03139	IPR001478	PDZ domain
MS3_03140	IPR001593	Ribosomal protein S3Ae
MS3_03141	IPR002109	Glutaredoxin
MS3_03142	IPR000402	Sodium/potassium-transporting ATPase subunit beta
MS3_03143	IPR001063	Ribosomal protein L22/L17
MS3_03143	IPR004875	DDE superfamily endonuclease domain
MS3_03143	IPR007889	DNA binding HTH domain, Psq-type
MS3_03148	IPR032040	ELYS, beta-propeller domain
MS3_03149	IPR019347	Axonemal dynein light chain
MS3_03150	IPR019496	Nuclear fragile X mental retardation-interacting protein 1, conserved domain
MS3_03151	IPR000719	Protein kinase domain
MS3_03152	IPR010703	Dedicator of cytokinesis, C-terminal
MS3_03152	IPR027007	DHR-1 domain
MS3_03155	IPR001772	Kinase associated domain 1 (KA1)
MS3_03160	IPR000679	Zinc finger, GATA-type
MS3_03161	IPR027799	Replication termination factor 2, RING-finger
MS3_03162	IPR002999	Tudor domain
MS3_03163	IPR002809	Integral membrane protein EMC3/TMCO1-like
MS3_03164	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type
MS3_03165	IPR001584	Integrase, catalytic core
MS3_03169	IPR004344	Tubulin-tyrosine ligase/Tubulin polyglutamylase
MS3_03171	IPR000630	Ribosomal protein S8
MS3_03180	IPR003395	RecF/RecN/SMC, N-terminal
MS3_03181	IPR031972	Cysteine/serine-rich nuclear protein, N-terminal domain
MS3_03184	IPR000198	Rho GTPase-activating protein domain
MS3_03184	IPR001478	PDZ domain
MS3_03185	IPR001678	SAM-dependent methyltransferase RsmB/NOP2-type
MS3_03185	IPR016009	tRNA methyltransferase TRMD/TRM10-type domain
MS3_03186	IPR019336	Intimal thickness related receptor, IRP
MS3_03187	IPR002058	PAP/25A-associated
MS3_03190	IPR000504	RNA recognition motif domain
MS3_03191	IPR019378	GDP-fucose protein O-fucosyltransferase
MS3_03192	IPR018499	Tetraspanin/Peripherin
MS3_03194	IPR009703	Selenoprotein S
MS3_03196	IPR001650	Helicase, C-terminal
MS3_03196	IPR011545	DEAD/DEAH box helicase domain
MS3_03198	IPR000760	Inositol monophosphatase-like
MS3_03200	IPR018499	Tetraspanin/Peripherin
MS3_03201	IPR000719	Protein kinase domain
MS3_03201	IPR024678	Serine/threonine-protein kinase OSR1/WNK, CCT domain
MS3_03202	IPR018499	Tetraspanin/Peripherin
MS3_03204	IPR006903	RNA polymerase II-binding domain
MS3_03206	IPR018108	Mitochondrial substrate/solute carrier
MS3_03209	IPR000719	Protein kinase domain
MS3_03209	IPR001683	Phox homologous domain
MS3_03210	IPR002048	EF-hand domain
MS3_03210	IPR019018	Rab-binding domain FIP-RBD
MS3_03211	IPR000175	Sodium:neurotransmitter symporter
MS3_03213	IPR000175	Sodium:neurotransmitter symporter
MS3_03215	IPR000980	SH2 domain
MS3_03215	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
MS3_03219	IPR002319	Phenylalanyl-tRNA synthetase
MS3_03219	IPR005121	Ferrodoxin-fold anticodon-binding domain
MS3_03221	IPR000996	Clathrin light chain
MS3_03222	IPR001269	tRNA-dihydrouridine synthase
MS3_03222	IPR014720	Double-stranded RNA-binding domain
MS3_03224	IPR000418	Ets domain
MS3_03225	IPR010849	Gonadal family
MS3_03226	IPR025875	Leucine rich repeat 4
MS3_03227	IPR007714	Cilia/flagella-associated protein 20/WDR90/C3orf67
MS3_03229	IPR001806	Small GTPase superfamily
MS3_03229	IPR013566	EF hand associated, type-1
MS3_03229	IPR013567	EF hand associated, type-2
MS3_03231	IPR004038	Ribosomal protein L7Ae/L30e/S12e/Gadd45
MS3_03232	IPR008656	Inositol-tetrakisphosphate 1-kinase
MS3_03234	IPR001163	LSM domain, eukaryotic/archaea-type
MS3_03234	IPR001680	WD40 repeat
MS3_03235	IPR000719	Protein kinase domain
MS3_03235	IPR001772	Kinase associated domain 1 (KA1)
MS3_03236	IPR008656	Inositol-tetrakisphosphate 1-kinase
MS3_03239	IPR002126	Cadherin
MS3_03241	IPR001251	CRAL-TRIO lipid binding domain
MS3_03242	IPR013122	Polycystin cation channel, PKD1/PKD2
MS3_03243	IPR001254	Serine proteases, trypsin domain
MS3_03245	IPR022096	SBF1/SBF2 domain
MS3_03249	IPR011765	Peptidase M16, N-terminal
MS3_03249	IPR032632	Peptidase M16, middle/third domain
MS3_03250	IPR013105	Tetratricopeptide repeat 2
MS3_03250	IPR032076	Tetratricopeptide repeat protein 5, OB fold domain
MS3_03252	IPR002305	Aminoacyl-tRNA synthetase, class Ic
MS3_03252	IPR002547	tRNA-binding domain
MS3_03253	IPR007863	Peptidase M16, C-terminal
MS3_03253	IPR011765	Peptidase M16, N-terminal
MS3_03253	IPR032632	Peptidase M16, middle/third domain
MS3_03255	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type
MS3_03256	IPR000219	Dbl homology (DH) domain
MS3_03257	IPR023451	Thymidylate synthase/dCMP hydroxymethylase domain
MS3_03259	IPR003213	Cytochrome c oxidase, subunit VIb
MS3_03259	IPR004095	TGS
MS3_03259	IPR006073	GTP binding domain
MS3_03259	IPR031662	GTP binding protein, second domain
MS3_03260	IPR001873	Epithelial sodium channel
MS3_03261	IPR001611	Leucine-rich repeat
MS3_03261	IPR007123	Gelsolin-like domain
MS3_03262	IPR000219	Dbl homology (DH) domain
MS3_03262	IPR001251	CRAL-TRIO lipid binding domain
MS3_03262	IPR028119	Snapin/Pallidin/Snn1
MS3_03263	IPR001611	Leucine-rich repeat
MS3_03264	IPR001849	Pleckstrin homology domain
MS3_03264	IPR010439	Calcium-dependent secretion activator domain
MS3_03265	IPR001806	Small GTPase superfamily
MS3_03266	IPR031953	mRNA-decapping enzyme, C-terminal
MS3_03267	IPR021832	Ankyrin repeat domain-containing protein 13
MS3_03270	IPR002035	von Willebrand factor, type A
MS3_03270	IPR003903	Ubiquitin interacting motif
MS3_03273	IPR006806	ETC complex I subunit
MS3_03274	IPR008753	Peptidase M13, N-terminal domain
MS3_03274	IPR018497	Peptidase M13, C-terminal domain
MS3_03275	IPR003128	Villin headpiece
MS3_03277	IPR001130	TatD family
MS3_03278	IPR001356	Homeobox domain
MS3_03287	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit
MS3_03292	IPR000782	FAS1 domain
MS3_03295	IPR000194	ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain
MS3_03297	IPR000357	HEAT repeat
MS3_03298	IPR006047	Glycosyl hydrolase, family 13, catalytic domain
MS3_03298	IPR031984	Solute carrier family 3 member 2, N-terminal domain
MS3_03301	IPR004100	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
MS3_03302	IPR001194	DENN domain
MS3_03304	IPR008855	Translocon-associated
MS3_03306	IPR000198	Rho GTPase-activating protein domain
MS3_03306	IPR001849	Pleckstrin homology domain
MS3_03308	IPR004181	Zinc finger, MIZ-type
MS3_03310	IPR004181	Zinc finger, MIZ-type
MS3_03311	IPR000195	Rab-GTPase-TBC domain
MS3_03313	IPR000504	RNA recognition motif domain
MS3_03314	IPR001839	Transforming growth factor-beta, C-terminal
MS3_03316	IPR010613	Pescadillo
MS3_03321	IPR000884	Thrombospondin type-1 (TSP1) repeat
MS3_03321	IPR001627	Sema domain
MS3_03323	IPR019163	THO complex, subunit 5
MS3_03324	IPR007185	DNA polymerase alpha/epsilon, subunit B
MS3_03325	IPR000504	RNA recognition motif domain
MS3_03326	IPR000375	Dynamin central domain
MS3_03326	IPR003130	Dynamin GTPase effector
MS3_03326	IPR022812	Dynamin superfamily
MS3_03330	IPR019163	THO complex, subunit 5
MS3_03331	IPR002048	EF-hand domain
MS3_03335	IPR002524	Cation efflux protein
MS3_03336	IPR000591	DEP domain
MS3_03336	IPR001158	DIX domain
MS3_03336	IPR001478	PDZ domain
MS3_03336	IPR003351	Dishevelled protein domain
MS3_03339	IPR001107	Band 7 domain
MS3_03340	IPR009779	Translocon-associated protein subunit gamma
MS3_03341	IPR005637	TAP C-terminal (TAP-C) domain
MS3_03347	IPR000719	Protein kinase domain
MS3_03349	IPR027244	Vacuolar membrane-associated protein Iml1
MS3_03352	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_03355	IPR000182	GNAT domain
MS3_03358	IPR011611	Carbohydrate kinase PfkB
MS3_03361	IPR006029	Neurotransmitter-gated ion-channel transmembrane domain
MS3_03362	IPR000014	PAS domain
MS3_03362	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
MS3_03365	IPR006029	Neurotransmitter-gated ion-channel transmembrane domain
MS3_03365	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
MS3_03366	IPR001650	Helicase, C-terminal
MS3_03366	IPR011545	DEAD/DEAH box helicase domain
MS3_03368	IPR000909	Phosphatidylinositol-specific phospholipase C, X domain
MS3_03368	IPR015359	Phosphoinositide-specific phospholipase C, EF-hand-like domain
MS3_03369	IPR000375	Dynamin central domain
MS3_03369	IPR001849	Pleckstrin homology domain
MS3_03369	IPR003130	Dynamin GTPase effector
MS3_03369	IPR022812	Dynamin superfamily
MS3_03372	IPR001619	Sec1-like protein
MS3_03373	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
MS3_03375	IPR001650	Helicase, C-terminal
MS3_03375	IPR011545	DEAD/DEAH box helicase domain
MS3_03376	IPR005817	Wnt
MS3_03378	IPR005817	Wnt
MS3_03380	IPR003008	Tubulin/FtsZ, GTPase domain
MS3_03380	IPR018316	Tubulin/FtsZ, 2-layer sandwich domain
MS3_03381	IPR003008	Tubulin/FtsZ, GTPase domain
MS3_03381	IPR018316	Tubulin/FtsZ, 2-layer sandwich domain
MS3_03382	IPR019402	Frag1/DRAM/Sfk1
MS3_03383	IPR003961	Fibronectin type III
MS3_03383	IPR013098	Immunoglobulin I-set
MS3_03386	IPR001781	Zinc finger, LIM-type
MS3_03387	IPR001781	Zinc finger, LIM-type
MS3_03388	IPR013137	Zinc finger, TFIIB-type
MS3_03389	IPR001356	Homeobox domain
MS3_03392	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
MS3_03392	IPR001452	SH3 domain
MS3_03393	IPR009038	GOLD domain
MS3_03396	IPR012615	Trematode Eggshell Synthesis
MS3_03398	IPR000536	Nuclear hormone receptor, ligand-binding domain
MS3_03398	IPR001628	Zinc finger, nuclear hormone receptor-type
MS3_03400	IPR012615	Trematode Eggshell Synthesis
MS3_03403	IPR004142	NDRG
MS3_03405	IPR012615	Trematode Eggshell Synthesis
MS3_03407	IPR012615	Trematode Eggshell Synthesis
MS3_03409	IPR012615	Trematode Eggshell Synthesis
MS3_03410	IPR000536	Nuclear hormone receptor, ligand-binding domain
MS3_03410	IPR001628	Zinc finger, nuclear hormone receptor-type
MS3_03414	IPR012615	Trematode Eggshell Synthesis
MS3_03415	IPR032816	SNARE associated Golgi protein
MS3_03417	IPR002068	Alpha crystallin/Hsp20 domain
MS3_03418	IPR003128	Villin headpiece
MS3_03418	IPR007123	Gelsolin-like domain
MS3_03419	IPR019336	Intimal thickness related receptor, IRP
MS3_03420	IPR002068	Alpha crystallin/Hsp20 domain
MS3_03421	IPR015222	Phosphatidate cytidylyltransferase, mitochondrial
MS3_03422	IPR000884	Thrombospondin type-1 (TSP1) repeat
MS3_03423	IPR001356	Homeobox domain
MS3_03423	IPR001781	Zinc finger, LIM-type
MS3_03425	IPR004910	Yippee/Mis18/Cereblon
MS3_03427	IPR002068	Alpha crystallin/Hsp20 domain
MS3_03429	IPR003137	PA domain
MS3_03430	IPR001680	WD40 repeat
MS3_03431	IPR032071	Domain of unknown function DUF4806
MS3_03432	IPR007484	Peptidase M28
MS3_03433	IPR013857	NADH:ubiquinone oxidoreductase intermediate-associated protein 30
MS3_03434	IPR001487	Bromodomain
MS3_03435	IPR007207	CCR4-Not complex component, Not N-terminal domain
MS3_03435	IPR007282	NOT2/NOT3/NOT5
MS3_03436	IPR000560	Histidine phosphatase superfamily, clade-2
MS3_03438	IPR013857	NADH:ubiquinone oxidoreductase intermediate-associated protein 30
MS3_03440	IPR001680	WD40 repeat
MS3_03441	IPR000571	Zinc finger, CCCH-type
MS3_03443	IPR006689	Small GTPase superfamily, ARF/SAR type
MS3_03444	IPR001487	Bromodomain
MS3_03445	IPR001005	SANT/Myb domain
MS3_03451	IPR006993	SH3-binding, glutamic acid-rich protein
MS3_03452	IPR018499	Tetraspanin/Peripherin
MS3_03453	IPR003959	ATPase, AAA-type, core
MS3_03454	IPR007275	YTH domain
MS3_03455	IPR001304	C-type lectin-like
MS3_03457	IPR003653	Ulp1 protease family, C-terminal catalytic domain
MS3_03459	IPR003961	Fibronectin type III
MS3_03460	IPR010776	Homologous-pairing protein 2
MS3_03461	IPR007110	Immunoglobulin-like domain
MS3_03463	IPR032728	Bardet-Biedl syndrome 1, N-terminal
MS3_03464	IPR015649	Schwannomin interacting protein 1
MS3_03465	IPR007125	Histone H2A/H2B/H3
MS3_03466	IPR000719	Protein kinase domain
MS3_03467	IPR009071	High mobility group box domain
MS3_03468	IPR001828	Receptor, ligand binding region
MS3_03470	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase
MS3_03470	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
MS3_03470	IPR001828	Receptor, ligand binding region
MS3_03470	IPR011645	Haem NO binding associated
MS3_03471	IPR032425	Talin, N-terminal F0 domain
MS3_03472	IPR001478	PDZ domain
MS3_03472	IPR008145	Guanylate kinase/L-type calcium channel beta subunit
MS3_03472	IPR015143	L27-1
MS3_03475	IPR022100	Minichromosome loss protein Mcl1, middle region
MS3_03478	IPR013517	FG-GAP repeat
MS3_03478	IPR013649	Integrin alpha-2
MS3_03479	IPR029409	Transmembrane protein 237
MS3_03480	IPR007052	CS domain
MS3_03481	IPR008409	Pre-mRNA-splicing factor SPF27
MS3_03483	IPR018379	BEN domain
MS3_03484	IPR015143	L27-1
MS3_03488	IPR001199	Cytochrome b5-like heme/steroid binding domain
MS3_03488	IPR010793	Ribosomal protein L37/S30
MS3_03490	IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain
MS3_03491	IPR001199	Cytochrome b5-like heme/steroid binding domain
MS3_03492	IPR001650	Helicase, C-terminal
MS3_03492	IPR011545	DEAD/DEAH box helicase domain
MS3_03492	IPR012562	GUCT
MS3_03493	IPR001356	Homeobox domain
MS3_03494	IPR001440	Tetratricopeptide repeat 1
MS3_03495	IPR000818	TEA/ATTS domain
MS3_03496	IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain
MS3_03497	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
MS3_03498	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
MS3_03500	IPR013854	Transcription factor AP-2, C-terminal
MS3_03505	IPR001774	Delta/Serrate/lag-2 (DSL) protein
MS3_03509	IPR000742	EGF-like domain
MS3_03509	IPR001774	Delta/Serrate/lag-2 (DSL) protein
MS3_03510	IPR001752	Kinesin motor domain
MS3_03510	IPR032384	Kinesin-like protein Kif23, Arf6-interacting domain
MS3_03513	IPR000889	Glutathione peroxidase
MS3_03515	IPR001765	Carbonic anhydrase
MS3_03517	IPR004328	BRO1 domain
MS3_03518	IPR001765	Carbonic anhydrase
MS3_03520	IPR001357	BRCT domain
MS3_03520	IPR003959	ATPase, AAA-type, core
